CustomerID,Recency,Frequency,Monetary,KMeans_Cluster,DBSCAN_Cluster,Segment
13187.0,293,1,236.02,0,1,At-Risk
13189.0,71,1,127.0,2,1,Potential Loyalists
13192.0,51,2,911.94,1,0,Champions
13193.0,17,1,112.08,2,1,Potential Loyalists
13194.0,92,1,60.7,2,1,Potential Loyalists
13196.0,40,2,1586.95,1,0,Champions
13198.0,76,5,3009.18,1,0,Champions
13199.0,7,25,5346.62,3,0,Lost/Inactive
13200.0,30,2,627.01,1,0,Champions
13203.0,77,2,309.86,2,0,Potential Loyalists
13207.0,107,1,197.52000000000004,2,1,Potential Loyalists
13208.0,15,6,1217.65,1,0,Champions
13209.0,85,5,4156.08,1,0,Champions
13210.0,50,1,353.48,2,1,Potential Loyalists
13211.0,51,2,784.64,1,0,Champions
13212.0,17,2,291.47,2,0,Potential Loyalists
13213.0,13,5,1520.58,1,0,Champions
13216.0,224,1,333.74,0,1,At-Risk
13217.0,78,3,533.98,1,0,Champions
13218.0,83,1,62.64,2,1,Potential Loyalists
13220.0,34,4,819.2900000000001,1,0,Champions
13221.0,196,2,847.41,0,0,At-Risk
13223.0,156,2,163.2,0,0,At-Risk
13224.0,16,2,2155.95,1,0,Champions
13225.0,16,6,5100.64,3,0,Lost/Inactive
13226.0,229,1,108.21,0,1,At-Risk
13227.0,158,1,257.7,0,1,At-Risk
13228.0,37,1,358.0,2,1,Potential Loyalists
13229.0,182,1,160.95,0,1,At-Risk
13230.0,94,12,2195.23,3,0,Lost/Inactive
13232.0,54,5,1019.05,1,0,Champions
13233.0,30,2,605.12,2,0,Potential Loyalists
13235.0,168,1,1031.07,0,1,At-Risk
13236.0,63,1,439.23,2,1,Potential Loyalists
13238.0,120,2,318.85,2,0,Potential Loyalists
13239.0,218,1,329.56,0,1,At-Risk
13240.0,52,4,663.65,1,0,Champions
13242.0,68,3,270.40000000000003,2,0,Potential Loyalists
13243.0,159,1,585.12,0,1,At-Risk
13244.0,49,1,121.74,2,1,Potential Loyalists
13245.0,7,1,430.5,2,1,Potential Loyalists
13246.0,132,5,1838.51,1,0,Champions
13247.0,7,2,390.87,2,0,Potential Loyalists
13248.0,80,2,465.68,2,0,Potential Loyalists
13249.0,48,3,711.41,1,0,Champions
13253.0,113,2,1030.4,1,0,Champions
13255.0,330,1,225.7,0,1,At-Risk
13258.0,161,1,198.87,0,1,At-Risk
13259.0,18,1,283.18,2,1,Potential Loyalists
13260.0,17,1,557.62,2,1,Potential Loyalists
13261.0,225,2,944.1,0,0,At-Risk
13262.0,219,1,200.29,0,1,At-Risk
13263.0,1,30,6431.7,3,0,Lost/Inactive
13265.0,9,5,2092.66,1,0,Champions
13266.0,32,9,2841.35,3,0,Lost/Inactive
13267.0,48,15,3119.34,3,0,Lost/Inactive
13268.0,41,7,2436.38,3,0,Lost/Inactive
13269.0,22,11,3914.9,3,0,Lost/Inactive
13270.0,322,1,590.0,0,1,At-Risk
13272.0,46,1,140.96,2,1,Potential Loyalists
13273.0,69,1,138.98,2,1,Potential Loyalists
13276.0,19,2,590.9300000000001,2,0,Potential Loyalists
13277.0,72,2,125.9,2,0,Potential Loyalists
13279.0,34,1,137.75,2,1,Potential Loyalists
13280.0,78,3,798.46,1,0,Champions
13282.0,118,2,773.1,1,0,Champions
13283.0,16,2,93.66,2,0,Potential Loyalists
13284.0,287,1,201.19,0,1,At-Risk
13285.0,117,3,1970.1,1,0,Champions
13291.0,112,1,361.11,2,1,Potential Loyalists
13292.0,240,1,249.57,0,1,At-Risk
13294.0,146,2,873.74,1,0,Champions
13295.0,316,1,201.2,0,1,At-Risk
13296.0,93,1,87.4,2,1,Potential Loyalists
13297.0,23,1,1315.38,1,1,Champions
13299.0,224,1,142.5,0,1,At-Risk
13300.0,125,1,371.89,2,1,Potential Loyalists
13301.0,60,4,618.09,1,0,Champions
13302.0,111,1,63.75,2,1,Potential Loyalists
13304.0,307,1,300.42,0,1,At-Risk
13305.0,49,8,1471.25,3,0,Lost/Inactive
13307.0,76,1,15.0,2,-1,Potential Loyalists
13308.0,8,2,1099.63,1,0,Champions
13309.0,1,4,1221.91,1,0,Champions
13310.0,162,2,817.65,0,0,At-Risk
13311.0,106,1,490.11,2,1,Potential Loyalists
13313.0,97,3,918.34,1,0,Champions
13314.0,19,2,589.47,2,0,Potential Loyalists
13316.0,36,3,4218.76,1,0,Champions
13317.0,22,6,2273.68,1,0,Champions
13319.0,23,21,8248.58,3,0,Lost/Inactive
13320.0,34,4,1532.2,1,0,Champions
13321.0,28,2,567.36,2,0,Potential Loyalists
13323.0,40,1,120.3,2,1,Potential Loyalists
13324.0,46,9,6437.83,3,0,Lost/Inactive
13325.0,38,1,675.3,2,1,Potential Loyalists
13327.0,69,7,2738.75,3,0,Lost/Inactive
13328.0,272,1,1308.48,0,1,At-Risk
13329.0,323,1,304.2,0,1,At-Risk
13330.0,49,3,1140.93,1,0,Champions
13334.0,38,3,3502.32,1,0,Champions
13336.0,33,1,795.12,2,1,Potential Loyalists
13338.0,114,1,487.02,2,1,Potential Loyalists
13339.0,157,1,860.12,0,1,At-Risk
13340.0,1,7,10736.48,3,0,Lost/Inactive
13341.0,217,1,775.85,0,1,At-Risk
13343.0,134,1,353.43,2,1,Potential Loyalists
13344.0,24,3,2511.69,1,0,Champions
13345.0,244,1,389.5,0,1,At-Risk
13347.0,26,1,341.36,2,1,Potential Loyalists
13348.0,20,1,233.76,2,1,Potential Loyalists
13350.0,35,1,646.57,2,1,Potential Loyalists
13351.0,22,1,373.94,2,1,Potential Loyalists
13352.0,16,1,397.98,2,1,Potential Loyalists
13354.0,27,1,743.53,2,1,Potential Loyalists
13355.0,78,1,674.7,2,1,Potential Loyalists
13356.0,36,1,768.24,2,1,Potential Loyalists
13357.0,213,1,609.4,0,1,At-Risk
13358.0,225,1,439.03,0,1,At-Risk
13359.0,20,1,439.56,2,1,Potential Loyalists
13362.0,9,3,2337.64,1,0,Champions
13364.0,27,1,134.96,2,1,Potential Loyalists
13365.0,174,1,700.6,0,1,At-Risk
13366.0,6,1,56.16,2,1,Potential Loyalists
13368.0,213,2,623.4,0,0,At-Risk
13369.0,322,1,308.28000000000003,0,1,At-Risk
13370.0,328,1,754.87,0,1,At-Risk
13372.0,45,1,378.64,2,1,Potential Loyalists
13373.0,17,3,3312.25,1,0,Champions
13375.0,45,1,778.65,2,1,Potential Loyalists
13376.0,55,3,1019.76,1,0,Champions
13379.0,24,2,435.82,2,0,Potential Loyalists
13381.0,45,5,2982.23,1,0,Champions
13382.0,237,1,222.99,0,1,At-Risk
13384.0,1,6,3429.73,3,0,Lost/Inactive
13385.0,286,1,534.57,0,1,At-Risk
13388.0,87,2,677.1,1,0,Champions
13389.0,31,2,580.15,2,0,Potential Loyalists
13390.0,31,1,544.08,2,1,Potential Loyalists
13391.0,160,1,59.8,0,1,At-Risk
13394.0,10,7,2217.92,3,0,Lost/Inactive
13395.0,141,1,307.72,2,1,Potential Loyalists
13396.0,275,1,387.27,0,1,At-Risk
13397.0,29,5,1544.13,1,0,Champions
13398.0,148,1,457.34,0,1,At-Risk
13402.0,83,2,621.23,2,0,Potential Loyalists
13404.0,169,1,217.81,0,1,At-Risk
13405.0,30,3,572.451,1,0,Champions
13408.0,22,48,21376.84,3,-1,Lost/Inactive
13410.0,31,4,728.66,1,0,Champions
13411.0,63,1,213.55,2,1,Potential Loyalists
13414.0,90,3,1390.5,1,0,Champions
13416.0,37,1,275.0,2,1,Potential Loyalists
13417.0,161,1,236.0,0,1,At-Risk
13418.0,17,17,5438.81,3,0,Lost/Inactive
13419.0,19,1,221.06,2,1,Potential Loyalists
13420.0,106,2,159.85,2,0,Potential Loyalists
13421.0,246,1,825.04,0,1,At-Risk
13422.0,20,1,2626.3,1,1,Champions
13425.0,64,3,1624.21,1,0,Champions
13426.0,20,7,2708.11,3,0,Lost/Inactive
13427.0,76,2,464.86,2,0,Potential Loyalists
13429.0,6,3,693.0,1,0,Champions
13430.0,42,1,336.31,2,1,Potential Loyalists
13431.0,23,2,1269.1,1,0,Champions
13434.0,30,2,534.24,2,0,Potential Loyalists
13435.0,31,4,1973.02,1,0,Champions
13437.0,55,4,2173.6,1,0,Champions
13439.0,211,1,283.71,0,1,At-Risk
13441.0,48,1,296.64,2,1,Potential Loyalists
13448.0,36,5,2484.37,1,0,Champions
13450.0,45,5,1727.28,1,0,Champions
13451.0,82,4,2385.5,1,0,Champions
13452.0,215,2,590.0,0,0,At-Risk
13453.0,122,2,356.98,2,0,Potential Loyalists
13455.0,322,1,692.94,0,1,At-Risk
13456.0,19,4,1309.8200000000002,1,0,Champions
13458.0,22,11,8176.78,3,0,Lost/Inactive
13460.0,6,1,107.46,2,1,Potential Loyalists
13461.0,95,2,884.2,1,0,Champions
13462.0,209,1,151.5,0,1,At-Risk
13464.0,14,1,674.68,2,1,Potential Loyalists
13466.0,140,1,307.90000000000003,2,1,Potential Loyalists
13468.0,14,32,5077.77,3,0,Lost/Inactive
13470.0,55,2,165.0,2,0,Potential Loyalists
13471.0,3,1,941.67,2,1,Potential Loyalists
13473.0,17,2,422.64,2,0,Potential Loyalists
13474.0,192,1,226.84,0,1,At-Risk
13475.0,147,4,1431.78,1,0,Champions
13476.0,135,2,1238.47,1,0,Champions
13477.0,14,5,1363.62,1,0,Champions
13479.0,157,2,300.95,0,0,At-Risk
13481.0,2,5,1804.56,1,0,Champions
13482.0,188,1,184.64,0,1,At-Risk
13483.0,22,1,140.34,2,1,Potential Loyalists
13484.0,197,1,313.8,0,1,At-Risk
13485.0,189,1,454.24,0,1,At-Risk
13486.0,34,3,1122.41,1,0,Champions
13487.0,14,3,575.4,1,0,Champions
13488.0,28,11,7367.19,3,0,Lost/Inactive
13489.0,61,4,449.52,1,0,Champions
13491.0,8,10,1215.82,3,0,Lost/Inactive
13492.0,92,3,1269.84,1,0,Champions
13493.0,231,2,618.63,0,0,At-Risk
13494.0,268,1,316.26000000000005,0,1,At-Risk
13495.0,188,3,1072.43,1,0,Champions
13496.0,316,1,501.01,0,1,At-Risk
13497.0,239,2,348.05,0,0,At-Risk
13499.0,30,3,613.85,1,0,Champions
13500.0,79,1,326.40000000000003,2,1,Potential Loyalists
13501.0,244,1,1340.32,0,1,At-Risk
13502.0,231,2,189.16000000000005,0,0,At-Risk
13503.0,27,1,216.85,2,1,Potential Loyalists
13504.0,20,1,295.93,2,1,Potential Loyalists
13505.0,29,4,4393.63,1,0,Champions
13506.0,272,2,458.52,0,0,At-Risk
13507.0,54,3,2022.79,1,0,Champions
13508.0,200,1,110.97,0,1,At-Risk
13509.0,9,6,881.62,1,0,Champions
13510.0,1,3,1449.7,1,0,Champions
13512.0,217,1,251.21,0,1,At-Risk
13513.0,83,1,205.1,2,1,Potential Loyalists
13514.0,30,1,152.20000000000002,2,1,Potential Loyalists
13515.0,29,4,891.12,1,0,Champions
13516.0,29,2,620.41,1,0,Champions
13517.0,16,3,2128.42,1,0,Champions
13518.0,42,1,627.16,2,1,Potential Loyalists
13519.0,34,1,122.75,2,1,Potential Loyalists
13520.0,15,6,3624.35,3,0,Lost/Inactive
13523.0,3,4,2986.04,1,0,Champions
13524.0,38,4,483.86,1,0,Champions
13525.0,204,1,282.88,0,1,At-Risk
13527.0,46,6,1847.79,1,0,Champions
13529.0,35,2,307.76,2,0,Potential Loyalists
13531.0,161,2,483.8,0,0,At-Risk
13533.0,139,3,269.09,2,0,Potential Loyalists
13534.0,10,23,5206.68,3,0,Lost/Inactive
13536.0,9,2,824.91,1,0,Champions
13538.0,50,6,990.75,1,0,Champions
13539.0,42,3,631.34,1,0,Champions
13544.0,197,1,113.01,0,1,At-Risk
13546.0,9,2,412.38,2,0,Potential Loyalists
13548.0,52,2,678.16,1,0,Champions
13549.0,20,6,832.2,1,0,Champions
13551.0,275,1,91.8,0,1,At-Risk
13552.0,22,12,3740.07,3,0,Lost/Inactive
13555.0,30,4,4098.88,1,0,Champions
13557.0,237,1,240.68,0,1,At-Risk
13558.0,18,2,312.71,2,0,Potential Loyalists
13561.0,172,1,141.86,0,1,At-Risk
13562.0,38,3,1799.3300000000002,1,0,Champions
13563.0,40,2,777.53,1,0,Champions
13564.0,100,3,1724.67,1,0,Champions
13565.0,290,1,110.18,0,1,At-Risk
13566.0,38,1,567.31,2,1,Potential Loyalists
13568.0,129,1,187.05,2,1,Potential Loyalists
13569.0,324,1,109.82,0,1,At-Risk
13570.0,199,1,239.49,0,1,At-Risk
13571.0,1,9,1422.36,3,0,Lost/Inactive
13572.0,162,1,1384.25,0,1,At-Risk
13573.0,6,2,290.25,2,0,Potential Loyalists
13575.0,15,4,624.62,1,0,Champions
13576.0,7,15,5627.27,3,0,Lost/Inactive
13577.0,49,3,1193.8,1,0,Champions
13579.0,325,1,164.7,0,1,At-Risk
13581.0,265,1,118.0,0,1,At-Risk
13583.0,112,1,781.03,2,1,Potential Loyalists
13584.0,262,1,142.4,0,1,At-Risk
13587.0,20,1,712.4,2,1,Potential Loyalists
13588.0,6,6,2031.32,1,0,Champions
13589.0,135,1,147.0,2,1,Potential Loyalists
13590.0,8,5,1668.78,1,0,Champions
13591.0,21,3,1117.13,1,0,Champions
13592.0,162,3,205.51,0,0,At-Risk
13593.0,64,5,2011.88,1,0,Champions
13594.0,9,1,396.97,2,1,Potential Loyalists
13598.0,3,1,160.04,2,1,Potential Loyalists
13599.0,41,10,2833.88,3,0,Lost/Inactive
13600.0,268,1,219.52,0,1,At-Risk
13601.0,1,2,693.32,1,0,Champions
13602.0,21,1,428.89,2,1,Potential Loyalists
13606.0,199,2,246.63,0,0,At-Risk
13610.0,10,6,969.04,1,0,Champions
13611.0,45,3,1154.4,1,0,Champions
13614.0,45,3,1081.03,1,0,Champions
13615.0,275,1,417.69,0,1,At-Risk
13617.0,69,2,365.7,2,0,Potential Loyalists
13618.0,130,1,177.34,2,1,Potential Loyalists
13621.0,73,1,213.85,2,1,Potential Loyalists
13623.0,166,4,539.17,1,0,Champions
13626.0,209,1,257.23,0,1,At-Risk
13627.0,15,5,1638.47,1,0,Champions
13629.0,20,9,6255.36,3,0,Lost/Inactive
13630.0,32,6,1799.78,1,0,Champions
13631.0,56,11,3070.42,3,0,Lost/Inactive
13632.0,130,3,812.26,1,0,Champions
13634.0,42,4,1344.48,1,0,Champions
13635.0,24,1,1071.03,2,1,Potential Loyalists
13636.0,78,4,646.55,1,0,Champions
13637.0,8,3,804.3,1,0,Champions
13639.0,30,1,1033.34,2,1,Potential Loyalists
13642.0,172,1,312.28,0,1,At-Risk
13643.0,55,2,259.40000000000003,2,0,Potential Loyalists
13644.0,1,3,1845.34,1,0,Champions
13645.0,76,1,252.1,2,1,Potential Loyalists
13647.0,27,3,1275.9,1,0,Champions
13649.0,213,2,346.6,0,0,At-Risk
13650.0,23,5,1538.1,1,0,Champions
13652.0,2,3,1095.08,1,0,Champions
13654.0,101,4,1714.27,1,0,Champions
13655.0,70,2,932.97,1,0,Champions
13656.0,121,2,379.65,2,0,Potential Loyalists
13657.0,158,1,152.34,0,1,At-Risk
13658.0,41,3,2096.77,1,0,Champions
13659.0,162,2,1563.0,1,0,Champions
13662.0,42,3,881.26,1,0,Champions
13663.0,135,1,189.47,2,1,Potential Loyalists
13666.0,16,3,84.65,2,0,Potential Loyalists
13667.0,105,1,299.05,2,1,Potential Loyalists
13668.0,13,17,5089.91,3,0,Lost/Inactive
13669.0,7,2,218.55,2,0,Potential Loyalists
13670.0,31,1,349.7,2,1,Potential Loyalists
13672.0,257,2,186.39,0,0,At-Risk
13675.0,107,2,486.8200000000001,2,0,Potential Loyalists
13678.0,108,1,232.6,2,1,Potential Loyalists
13680.0,294,2,2391.59,0,-1,At-Risk
13681.0,25,2,531.08,2,0,Potential Loyalists
13682.0,143,1,59.5,2,1,Potential Loyalists
13684.0,242,1,65.13,0,1,At-Risk
13685.0,1,3,1934.45,1,0,Champions
13686.0,139,1,72.0,2,1,Potential Loyalists
13689.0,19,1,910.0,2,1,Potential Loyalists
13690.0,15,1,172.25,2,1,Potential Loyalists
13692.0,170,2,871.58,0,0,At-Risk
13694.0,1,43,53159.69,3,-1,Lost/Inactive
13695.0,20,14,2207.35,3,0,Lost/Inactive
13699.0,111,1,308.58000000000004,2,1,Potential Loyalists
13700.0,8,9,1940.53,3,0,Lost/Inactive
13703.0,274,1,99.5,0,1,At-Risk
13704.0,3,7,1906.02,3,0,Lost/Inactive
13705.0,101,2,522.68,2,0,Potential Loyalists
13706.0,259,1,330.79,0,1,At-Risk
13707.0,223,2,806.41,0,0,At-Risk
13708.0,227,1,285.33,0,1,At-Risk
13709.0,5,8,4695.07,3,0,Lost/Inactive
13711.0,175,2,252.06,0,0,At-Risk
13712.0,203,1,228.84,0,1,At-Risk
13715.0,237,5,1077.39,0,0,At-Risk
13716.0,225,1,138.28,0,1,At-Risk
13717.0,12,5,1257.53,1,0,Champions
13718.0,202,2,306.55,0,0,At-Risk
13719.0,13,3,589.23,1,0,Champions
13720.0,72,4,799.9,1,0,Champions
13722.0,87,3,2375.41,1,0,Champions
13723.0,173,1,199.85,0,1,At-Risk
13725.0,6,8,1980.56,3,0,Lost/Inactive
13726.0,57,1,292.68,2,1,Potential Loyalists
13728.0,63,5,797.02,1,0,Champions
13730.0,92,2,752.6,1,0,Champions
13731.0,175,2,610.59,0,0,At-Risk
13735.0,132,2,1409.69,1,0,Champions
13736.0,216,1,357.53,0,1,At-Risk
13737.0,156,1,339.6,0,1,At-Risk
13740.0,197,1,350.75,0,1,At-Risk
13741.0,28,3,668.4300000000001,1,0,Champions
13742.0,46,11,2775.4700000000003,3,0,Lost/Inactive
13743.0,45,6,1065.84,1,0,Champions
13744.0,51,2,1080.52,1,0,Champions
13745.0,118,1,300.04,2,1,Potential Loyalists
13747.0,330,1,79.6,0,1,At-Risk
13748.0,52,5,948.25,1,0,Champions
13750.0,10,5,1647.26,1,0,Champions
13751.0,244,1,296.25,0,1,At-Risk
13752.0,80,6,1175.38,1,0,Champions
13753.0,243,1,741.26,0,1,At-Risk
13754.0,108,2,282.6,2,0,Potential Loyalists
13755.0,6,3,885.46,1,0,Champions
13756.0,17,9,3265.32,3,0,Lost/Inactive
13758.0,157,5,2351.52,1,0,Champions
13759.0,27,1,560.4100000000001,2,1,Potential Loyalists
13760.0,10,2,286.79,2,0,Potential Loyalists
13761.0,6,2,1070.65,1,0,Champions
13762.0,175,1,306.72,0,1,At-Risk
13763.0,19,1,1714.96,1,1,Champions
13764.0,27,3,1519.42,1,0,Champions
13767.0,17,34,13683.68,3,0,Lost/Inactive
13769.0,48,8,2176.62,3,0,Lost/Inactive
13771.0,20,4,2634.45,1,0,Champions
13772.0,53,2,682.97,1,0,Champions
13774.0,38,1,345.0,2,1,Potential Loyalists
13777.0,14,28,16974.850000000002,3,0,Lost/Inactive
13778.0,59,1,178.7,2,1,Potential Loyalists
13780.0,127,1,116.28000000000002,2,1,Potential Loyalists
13781.0,207,1,127.84,0,1,At-Risk
13782.0,4,5,738.8,1,0,Champions
13784.0,14,10,2424.63,3,0,Lost/Inactive
13786.0,323,1,230.4,0,1,At-Risk
13787.0,32,2,309.04,2,0,Potential Loyalists
13791.0,84,2,1516.0,1,0,Champions
13792.0,22,2,195.55,2,0,Potential Loyalists
13798.0,10,48,32618.3,3,-1,Lost/Inactive
13799.0,73,2,688.86,1,0,Champions
13800.0,266,1,558.32,0,1,At-Risk
13801.0,23,1,324.8,2,1,Potential Loyalists
13802.0,95,3,4599.42,1,0,Champions
13803.0,211,1,277.07,0,1,At-Risk
13804.0,35,5,2235.58,1,0,Champions
13805.0,8,2,924.6,1,0,Champions
13806.0,20,1,256.38,2,1,Potential Loyalists
13807.0,323,1,112.6,0,1,At-Risk
13808.0,3,4,1518.5,1,0,Champions
13809.0,261,1,155.05,0,1,At-Risk
13810.0,12,2,1253.0,1,0,Champions
13811.0,140,3,814.5,1,0,Champions
13812.0,20,2,418.62,2,0,Potential Loyalists
13813.0,27,3,959.32,1,0,Champions
13814.0,48,2,1579.12,1,0,Champions
13815.0,128,2,2977.75,1,0,Champions
13816.0,20,1,371.69,2,1,Potential Loyalists
13817.0,308,1,128.7,0,1,At-Risk
13819.0,258,3,1140.35,0,0,At-Risk
13821.0,101,2,385.64,2,0,Potential Loyalists
13823.0,48,1,650.42,2,1,Potential Loyalists
13824.0,92,4,1429.84,1,0,Champions
13826.0,132,1,189.5,2,1,Potential Loyalists
13827.0,14,3,409.8,1,0,Champions
13831.0,44,5,1791.05,1,0,Champions
13833.0,115,1,383.85,2,1,Potential Loyalists
13835.0,8,3,742.91,1,0,Champions
13837.0,168,2,266.59000000000003,0,0,At-Risk
13838.0,74,3,467.54,1,0,Champions
13841.0,209,1,85.0,0,1,At-Risk
13842.0,15,9,3385.62,3,0,Lost/Inactive
13845.0,21,1,312.98,2,1,Potential Loyalists
13846.0,198,2,663.9300000000001,0,0,At-Risk
13848.0,48,3,1255.0,1,0,Champions
13849.0,8,2,1537.95,1,0,Champions
13850.0,85,1,1595.48,1,1,Champions
13851.0,52,3,2651.46,1,0,Champions
13853.0,13,1,1090.14,2,1,Potential Loyalists
13854.0,21,22,7088.12,3,0,Lost/Inactive
13856.0,125,3,388.5,2,0,Potential Loyalists
13858.0,13,1,216.17,2,1,Potential Loyalists
13859.0,282,1,201.16,0,1,At-Risk
13860.0,8,3,617.8100000000001,1,0,Champions
13862.0,29,7,2089.7,3,0,Lost/Inactive
13863.0,204,1,305.78,0,1,At-Risk
13865.0,14,4,501.56,1,0,Champions
13866.0,30,1,145.67,2,1,Potential Loyalists
13867.0,31,2,582.64,2,0,Potential Loyalists
13869.0,79,4,3083.65,1,0,Champions
13870.0,58,5,2179.4700000000003,1,0,Champions
13871.0,1,12,5870.49,3,0,Lost/Inactive
13873.0,76,3,389.6,2,0,Potential Loyalists
13874.0,314,1,540.45,0,1,At-Risk
13875.0,10,5,1786.79,1,0,Champions
13876.0,20,1,122.7,2,1,Potential Loyalists
13877.0,42,1,117.24,2,1,Potential Loyalists
13878.0,11,1,1271.57,1,1,Champions
13880.0,8,12,2823.12,3,0,Lost/Inactive
13881.0,9,14,12412.34,3,0,Lost/Inactive
13882.0,20,1,192.76,2,1,Potential Loyalists
13883.0,175,4,1742.78,1,0,Champions
13884.0,45,4,540.5,1,0,Champions
13885.0,145,2,506.8,2,0,Potential Loyalists
13886.0,27,1,243.56,2,1,Potential Loyalists
13887.0,160,1,349.55,0,1,At-Risk
13888.0,76,2,595.67,2,0,Potential Loyalists
13889.0,49,1,416.9,2,1,Potential Loyalists
13890.0,7,3,604.96,1,0,Champions
13892.0,9,3,571.77,1,0,Champions
13893.0,254,1,821.1,0,1,At-Risk
13894.0,266,1,160.85,0,1,At-Risk
13895.0,23,3,1911.11,1,0,Champions
13897.0,6,1,311.16,2,1,Potential Loyalists
13898.0,282,1,155.93,0,1,At-Risk
13899.0,231,1,298.5,0,1,At-Risk
13900.0,139,3,740.95,1,0,Champions
13901.0,28,5,2867.2000000000003,1,0,Champions
13904.0,251,1,201.12,0,1,At-Risk
13908.0,36,4,2369.55,1,0,Champions
13911.0,13,9,2580.91,3,0,Lost/Inactive
13917.0,6,2,272.04,2,0,Potential Loyalists
13918.0,6,2,1212.84,1,0,Champions
13919.0,15,2,384.81,2,0,Potential Loyalists
13922.0,308,1,172.25,0,1,At-Risk
13923.0,10,1,351.13,2,1,Potential Loyalists
13924.0,28,1,679.03,2,1,Potential Loyalists
13925.0,48,4,678.25,1,0,Champions
13927.0,31,1,348.99,2,1,Potential Loyalists
13928.0,63,2,225.45,2,0,Potential Loyalists
13929.0,125,2,842.65,1,0,Champions
13930.0,14,2,337.34,2,0,Potential Loyalists
13931.0,52,2,1237.53,1,0,Champions
13932.0,251,1,307.4,0,1,At-Risk
13933.0,65,2,608.79,2,0,Potential Loyalists
13934.0,220,1,922.1,0,1,At-Risk
13936.0,136,1,376.58,2,1,Potential Loyalists
13937.0,125,1,158.85,2,1,Potential Loyalists
13939.0,65,2,390.21,2,0,Potential Loyalists
13940.0,20,3,616.3000000000001,1,0,Champions
13941.0,46,4,3859.3,1,0,Champions
13946.0,35,3,561.57,1,0,Champions
13947.0,21,1,90.6,2,1,Potential Loyalists
13948.0,317,1,102.0,0,1,At-Risk
13949.0,22,3,1212.17,1,0,Champions
13950.0,29,2,323.66,2,0,Potential Loyalists
13951.0,132,3,674.45,1,0,Champions
13952.0,174,2,3251.071,1,0,Champions
13953.0,9,6,3104.36,3,0,Lost/Inactive
13954.0,27,1,227.41,2,1,Potential Loyalists
13955.0,110,2,322.96,2,0,Potential Loyalists
13956.0,10,4,865.72,1,0,Champions
13959.0,35,3,594.04,1,0,Champions
13960.0,28,1,128.1,2,1,Potential Loyalists
13962.0,202,1,117.6,0,1,At-Risk
13963.0,264,4,664.54,0,0,At-Risk
13967.0,102,1,80.7,2,1,Potential Loyalists
13969.0,15,12,4780.65,3,0,Lost/Inactive
13971.0,16,7,2357.56,3,0,Lost/Inactive
13972.0,27,2,190.25,2,0,Potential Loyalists
13973.0,243,1,264.7,0,1,At-Risk
13974.0,5,1,413.59,2,1,Potential Loyalists
13975.0,84,4,1466.67,1,0,Champions
13976.0,163,1,357.98,0,1,At-Risk
13978.0,1,1,158.99,2,1,Potential Loyalists
13979.0,29,1,869.87,2,1,Potential Loyalists
13980.0,16,1,200.14,2,1,Potential Loyalists
13982.0,119,3,1230.14,1,0,Champions
13983.0,14,10,2076.51,3,0,Lost/Inactive
13984.0,82,4,819.33,1,0,Champions
13985.0,15,9,4418.18,3,0,Lost/Inactive
13988.0,29,4,3185.31,1,0,Champions
13989.0,22,2,1266.08,1,0,Champions
13990.0,169,1,311.3,0,1,At-Risk
13991.0,8,3,537.16,1,0,Champions
13993.0,20,8,3092.71,3,0,Lost/Inactive
13994.0,23,4,1549.74,1,0,Champions
13995.0,12,4,1177.93,1,0,Champions
13999.0,21,10,3177.41,3,0,Lost/Inactive
14000.0,167,1,635.66,0,1,At-Risk
14001.0,2,3,2043.08,1,0,Champions
14002.0,90,2,529.73,2,0,Potential Loyalists
14004.0,34,6,3769.49,3,0,Lost/Inactive
14005.0,32,4,977.68,1,0,Champions
14006.0,72,3,962.19,1,0,Champions
14009.0,154,2,695.61,0,0,At-Risk
14012.0,234,1,328.8,0,1,At-Risk
14013.0,66,3,473.02,1,0,Champions
14014.0,33,1,505.18,2,1,Potential Loyalists
14015.0,9,1,917.34,2,1,Potential Loyalists
14016.0,118,4,4341.21,1,0,Champions
14019.0,3,3,1421.61,1,0,Champions
14020.0,44,1,331.14,2,1,Potential Loyalists
14021.0,111,3,631.9,1,0,Champions
14022.0,181,1,440.0,0,1,At-Risk
14023.0,206,1,273.14,0,1,At-Risk
14024.0,78,2,327.7,2,0,Potential Loyalists
14027.0,17,1,104.82,2,1,Potential Loyalists
14029.0,19,2,467.66,2,0,Potential Loyalists
14030.0,45,7,1816.81,1,0,Champions
14031.0,5,17,14711.65,3,0,Lost/Inactive
14032.0,43,7,2147.57,3,0,Lost/Inactive
14034.0,113,2,473.91,2,0,Potential Loyalists
14035.0,3,4,1127.7,1,0,Champions
14036.0,241,1,626.65,0,1,At-Risk
14037.0,132,2,147.20000000000002,2,0,Potential Loyalists
14038.0,34,3,1560.38,1,0,Champions
14040.0,17,11,3419.27,3,0,Lost/Inactive
14041.0,222,1,141.41,0,1,At-Risk
14044.0,59,3,535.71,1,0,Champions
14045.0,65,4,1659.75,1,0,Champions
14046.0,240,1,154.99,0,1,At-Risk
14047.0,29,4,957.46,1,0,Champions
14048.0,261,1,409.93,0,1,At-Risk
14049.0,115,3,3244.74,1,0,Champions
14050.0,62,1,485.98,2,1,Potential Loyalists
14051.0,1,19,11963.29,3,0,Lost/Inactive
